Geoserver,2.27.2,Normalize Coverage,6010,ras:NormalizeCoverage,Normalizes a coverage by dividing values by the max value,data,Input raster,Raster,"image/tiff,image/tiff,application/arcgrid",result,,Raster,"image/tiff,image/tiff,application/arcgrid,image/png,image/jpeg",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Geoserver,2.27.2,Polygon Extraction,6011,ras:PolygonExtraction,Extracts vector polygons from a raster  based on regions which are equal or in given ranges,data,Source raster,Raster,"image/tiff,image/tiff,application/arcgrid",band,Source band to use (default = 0),LiteralData,int,insideEdges,Indicates whether to vectorize boundaries between adjacent regions with non-outside values,LiteralData,boolean,roi,Geometry delineating the region of interest (in raster coordinate system),Vector,"text/xml; subtype=gml/3.1.1,text/xml; subtype=gml/3.1.1,text/xml; subtype=gml/2.1.2,application/wkt,application/ewkt,application/gml-3.1.1,application/gml-2.1.2,application/json",nodata,Value to treat as NODATA (default is 0),LiteralData,string,ranges,Specifier for a value range in the format ( START ; END ).  START and END values are optional. [ and ] can also be used as brackets  to indicate inclusion of the relevant range endpoint.,LiteralData,string,result,,ComplexData,"text/xml; subtype=wfs-collection/1.0,text/xml; subtype=wfs-collection/1.0,text/xml; subtype=wfs-collection/1.1,application/wfs-collection-1.0,application/wfs-collection-1.1,text/xml,application/zip,text/csv,application/json,application/vnd.google-earth.kml+xml",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Geoserver,2.27.2,Reclassify,6012,ras:RangeLookup,Reclassifies a continous raster into integer values defined by a set of ranges,coverage,Input raster,Raster,"image/tiff,image/tiff,application/arcgrid",band,Source band to use for classification (default is 0),LiteralData,int,ranges,Specifier for a value range in the format ( START ; END ).  START and END values are optional. [ and ] can also be used as brackets  to indicate inclusion of the relevant range endpoint.,LiteralData,string,outputPixelValues,Value to be assigned to corresponding range,LiteralData,int,noData,Value to be assigned to pixels outside any range (defaults to 0),LiteralData,double,reclassified,,Raster,"image/tiff,image/tiff,application/arcgrid,image/png,image/jpeg",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Geoserver,2.27.2,Raster As Point Collection,6013,ras:RasterAsPointCollection,Returns a collection of point features for the pixels of a raster.  The band values are provided as attributes.,data,Input raster,Raster,"image/tiff,image/tiff,application/arcgrid",targetCRS,CRS in which the points will be displayed,LiteralData,string,scale,scale,LiteralData,float,interpolation,interpolation,LiteralData,string,emisphere,Add Emishpere,LiteralData,boolean,result,,ComplexData,"text/xml; subtype=wfs-collection/1.0,text/xml; subtype=wfs-collection/1.0,text/xml; subtype=wfs-collection/1.1,application/wfs-collection-1.0,application/wfs-collection-1.1,text/xml,application/zip,text/csv,application/json,application/vnd.google-earth.kml+xml",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Geoserver,2.27.2,Raster Zonal Statistics,6014,ras:RasterZonalStatistics,Computes statistics for the distribution of a certain quantity in a set of polygonal zones.,data,Input raster to compute statistics for,Raster,"image/tiff,image/tiff,application/arcgrid",band,Source band used to compute statistics (default is 0),LiteralData,int,zones,Zone polygon features for which to compute statistics,ComplexData,"text/xml; subtype=wfs-collection/1.0,text/xml; subtype=wfs-collection/1.0,text/xml; subtype=wfs-collection/1.1,application/wfs-collection-1.0,application/wfs-collection-1.1,text/xml,application/zip,text/csv,application/json,application/vnd.google-earth.kml+xml",classification,Raster whose values will be used as classes for the statistical analysis. Each zone reports statistics partitioned by classes according to the values of the raster. Must be a single band raster with integer values.,Raster,"image/tiff,image/tiff,application/arcgrid",statistics,,ComplexData,"text/xml; subtype=wfs-collection/1.0,text/xml; subtype=wfs-collection/1.0,text/xml; subtype=wfs-collection/1.1,application/wfs-collection-1.0,application/wfs-collection-1.1,text/xml,application/zip,text/csv,application/json,application/vnd.google-earth.kml+xml",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Geoserver,2.27.2,Scale Coverage,6015,ras:ScaleCoverage,Returns a scaled and translated version of a given raster,coverage,Input raster,Raster,"image/tiff,image/tiff,application/arcgrid",xScale,Scale factor along the x axis,LiteralData,double,yScale,Scale factor along the y axis,LiteralData,double,xTranslate,Offset along the x axis,LiteralData,double,yTranslate,Offset along the y axis,LiteralData,double,interpolation,Interpolation function to use.  Values are NEAREST  BILINEAR  BICUBIC2  BICUBIC,LiteralData,string,result,,Raster,"image/tiff,image/tiff,application/arcgrid,image/png,image/jpeg",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Geoserver,2.27.2,Style Coverage,6016,ras:StyleCoverage,Styles a raster using a given SLD and raster symbolizer.,coverage,Input raster,Raster,"image/tiff,image/tiff,application/arcgrid",style,Styled Layer Descriptor (SLD) style containing a raster symbolizer,Vector,"text/xml; subtype=sld/1.0.0,text/xml; subtype=sld/1.0.0",result,,Raster,"image/tiff,image/tiff,application/arcgrid,image/png,image/jpeg",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Geoserver,2.27.2,TransparencyFill,6017,ras:TransparencyFill,Fill transparent pixels,data,Input coverage,Raster,"image/tiff,image/tiff,application/arcgrid",width,Width inside which searching for nearest pixel value,LiteralData,int,result,,Raster,"image/tiff,image/tiff,application/arcgrid,image/png,image/jpeg",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Geoserver,2.27.2,Skeletonize,6018,skeltonize:centerLine,Create the full skeleton line of a Polygon,geometry,The Geometry to extract the center line from,Vector,"text/xml; subtype=gml/3.1.1,text/xml; subtype=gml/3.1.1,text/xml; subtype=gml/2.1.2,application/wkt,application/ewkt,application/gml-3.1.1,application/gml-2.1.2,application/json",tolerance,%age of perimeter to use for densification/simplification of input/output. Optional  default is 5.0,LiteralData,double,result,,Vector,"text/xml; subtype=gml/3.1.1,text/xml; subtype=gml/3.1.1,text/xml; subtype=gml/2.1.2,application/wkt,application/ewkt,application/gml-3.1.1,application/gml-2.1.2,application/json",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Geoserver,2.27.2,Aggregate,6019,vec:Aggregate,Computes one or more aggregation functions on a feature attribute. Functions include Count  Average  Max  Median  Min  StdDev  and Sum.,features,Input feature collection,ComplexData,"text/xml; subtype=wfs-collection/1.0,text/xml; subtype=wfs-collection/1.0,text/xml; subtype=wfs-collection/1.1,application/wfs-collection-1.0,application/wfs-collection-1.1,text/xml,application/zip,text/csv,application/json,application/vnd.google-earth.kml+xml",aggregationAttribute,Attribute on which to perform aggregation,LiteralData,string,function,An aggregate function to compute. Functions include Count  Average  Max  Median  Min  StdDev  Sum and SumArea.,LiteralData,string,singlePass,If True computes all aggregation values in a single pass (this will defeat DBMS-specific optimizations),LiteralData,boolean,groupByAttributes,List of group by attributes,LiteralData,string,result,,Vector,"text/xml,text/xml,application/json",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Geoserver,2.27.2,BarnesSurface,6020,vec:BarnesSurface,Uses Barnes Analysis to compute an interpolated surface over a set of irregular data points.,data,Input features,ComplexData,"text/xml; subtype=wfs-collection/1.0,text/xml; subtype=wfs-collection/1.0,text/xml; subtype=wfs-collection/1.1,application/wfs-collection-1.0,application/wfs-collection-1.1,text/xml,application/zip,text/csv,application/json,application/vnd.google-earth.kml+xml",valueAttr,Name of attribute containing the data value to be interpolated,LiteralData,string,dataLimit,Limit for the number of input features processed,LiteralData,int,scale,Length scale for the interpolation  in units of the source data CRS,LiteralData,double,convergence,Convergence factor for refinement (between 0 and 1  default 0.3),LiteralData,double,passes,Number of passes to compute (default = 2),LiteralData,int,minObservations,Minimum number of observations required to support a grid cell (default = 2),LiteralData,int,maxObservationDistance,Maximum distance to an observation for it to support a grid cell  in units of the source CRS (default = 0  meaning all observations used),LiteralData,double,noDataValue,Value to use for NO_DATA cells (default = -999),LiteralData,double,pixelsPerCell,Resolution of the computed grid in pixels per grid cell (default = 1),LiteralData,int,queryBuffer,Distance to expand the query envelope by  in units of the source CRS (larger values provide a more stable surface),LiteralData,double,outputBBOX,Bounding box for output,LiteralData,string,outputWidth,Width of the output raster in pixels,LiteralData,int,outputHeight,Height of the output raster in pixels,LiteralData,int,result,,Raster,"image/tiff,image/tiff,application/arcgrid,image/png,image/jpeg"
Geoserver,2.27.2,Bounds,6021,vec:Bounds,Computes the bounding box of the input features.,features,Input feature collection,ComplexData,"text/xml; subtype=wfs-collection/1.0,text/xml; subtype=wfs-collection/1.0,text/xml; subtype=wfs-collection/1.1,application/wfs-collection-1.0,application/wfs-collection-1.1,text/xml,application/zip,application/json,application/vnd.google-earth.kml+xml",bounds,,LiteralData,string,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Geoserver,2.27.2,Buffer,6022,vec:BufferFeatureCollection,Buffers features by a distance value supplied either as a parameter or by a feature attribute. Calculates buffers based on Cartesian distances.,features,Input feature collection,ComplexData,"text/xml; subtype=wfs-collection/1.0,text/xml; subtype=wfs-collection/1.0,text/xml; subtype=wfs-collection/1.1,application/wfs-collection-1.0,application/wfs-collection-1.1,text/xml,application/zip,text/csv,application/json,application/vnd.google-earth.kml+xml",distance,Fixed value to use for the buffer distance,LiteralData,double,attributeName,Attribute containing the buffer distance value,LiteralData,string,result,,ComplexData,"text/xml; subtype=wfs-collection/1.0,text/xml; subtype=wfs-collection/1.0,text/xml; subtype=wfs-collection/1.1,application/wfs-collection-1.0,application/wfs-collection-1.1,text/xml,application/zip,text/csv,application/json,application/vnd.google-earth.kml+xml",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Geoserver,2.27.2,Centroid,6023,vec:Centroid,Computes the geometric centroids of features,features,Input feature collection,ComplexData,"text/xml; subtype=wfs-collection/1.0,text/xml; subtype=wfs-collection/1.0,text/xml; subtype=wfs-collection/1.1,application/wfs-collection-1.0,application/wfs-collection-1.1,text/xml,application/zip,text/csv,application/json,application/vnd.google-earth.kml+xml",result,,ComplexData,"text/xml; subtype=wfs-collection/1.0,text/xml; subtype=wfs-collection/1.0,text/xml; subtype=wfs-collection/1.1,application/wfs-collection-1.0,application/wfs-collection-1.1,text/xml,application/zip,text/csv,application/json,application/vnd.google-earth.kml+xml",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Geoserver,2.27.2,ClassifyByRange,6024,vec:ClassifyByRange,Computes a new attribute to classify another attribute by intervals over vector data sets.,features,Input feature collection,ComplexData,"text/xml; subtype=wfs-collection/1.0,text/xml; subtype=wfs-collection/1.0,text/xml; subtype=wfs-collection/1.1,application/wfs-collection-1.0,application/wfs-collection-1.1,text/xml,application/zip,text/csv,application/json,application/vnd.google-earth.kml+xml",classifyOnAttribute,Attribute to be classified using intervals of values.,LiteralData,string,thresholds,List of thresholds (use this one to specify custom intervals). Ignored if classifier is specified (use classes in that case).,LiteralData,string,outputValues,List of class values for each given threshold (+1 for out of range).,LiteralData,string,classifier,Classifier type (EqualInterval  Quantile  Jenks  etc.). Use with classes to calculate intervals automatically,LiteralData,string,classes,Classifier # of classes  used when classifier is specified (defaults to 5).,LiteralData,int,include,Include or exclude current threshold in the interval.,LiteralData,boolean,outputAttribute,Name of the output attribute with class values (defaults to class).,LiteralData,string,outputType,Optional binding type for output values (defaults to String).,LiteralData,string,result,,ComplexData,"text/xml; subtype=wfs-collection/1.0,text/xml; subtype=wfs-collection/1.0,text/xml; subtype=wfs-collection/1.1,application/wfs-collection-1.0,application/wfs-collection-1.1,text/xml,application/zip,text/csv,application/json,application/vnd.google-earth.kml+xml",,,,,,,,,,,,,,,,,,,,
Geoserver,2.27.2,Clip,6025,vec:Clip,Clips (crops) features to a given geometry,features,Input feature collection,ComplexData,"text/xml; subtype=wfs-collection/1.0,text/xml; subtype=wfs-collection/1.0,text/xml; subtype=wfs-collection/1.1,application/wfs-collection-1.0,application/wfs-collection-1.1,text/xml,application/zip,text/csv,application/json,application/vnd.google-earth.kml+xml",clip,Geometry to use for clipping (in same CRS as input features),Vector,"text/xml; subtype=gml/3.1.1,text/xml; subtype=gml/3.1.1,text/xml; subtype=gml/2.1.2,application/wkt,application/ewkt,application/gml-3.1.1,application/gml-2.1.2,application/json",preserveZ,Attempt to preserve Z values from the original geometry (interpolate value for new points),LiteralData,boolean,result,,ComplexData,"text/xml; subtype=wfs-collection/1.0,text/xml; subtype=wfs-collection/1.0,text/xml; subtype=wfs-collection/1.1,application/wfs-collection-1.0,application/wfs-collection-1.1,text/xml,application/zip,text/csv,application/json,application/vnd.google-earth.kml+xml",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Geoserver,2.27.2,Collect Geometries,6026,vec:CollectGeometries,Collects the default geometries of the input features and combines them into a single geometry collection,features,Input feature collection,ComplexData,"text/xml; subtype=wfs-collection/1.0,text/xml; subtype=wfs-collection/1.0,text/xml; subtype=wfs-collection/1.1,application/wfs-collection-1.0,application/wfs-collection-1.1,text/xml,application/zip,application/json,application/vnd.google-earth.kml+xml",result,,Vector,"text/xml; subtype=gml/3.1.1,text/xml; subtype=gml/3.1.1,text/xml; subtype=gml/2.1.2,application/wkt,application/ewkt,application/gml-3.1.1,application/gml-2.1.2,application/json",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Geoserver,2.27.2,Count Features,6027,vec:Count,Computes the number of features in a feature collection.,features,Input feature collection,ComplexData,"text/xml; subtype=wfs-collection/1.0,text/xml; subtype=wfs-collection/1.0,text/xml; subtype=wfs-collection/1.1,application/wfs-collection-1.0,application/wfs-collection-1.1,text/xml,application/zip,text/csv,application/json,application/vnd.google-earth.kml+xml",result,,LiteralData,string,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Geoserver,2.27.2,Feature from Geometry,6028,vec:Feature,Converts a geometry into a feature collection.,geometry,Input geometry,Vector,"text/xml; subtype=gml/3.1.1,text/xml; subtype=gml/3.1.1,text/xml; subtype=gml/2.1.2,application/wkt,application/ewkt,application/gml-3.1.1,application/gml-2.1.2,application/json",crs,Coordinate reference system of the input geometry (if not provided in the geometry),LiteralData,string,typeName,Feauturetype name for the feature collection,LiteralData,string,result,,ComplexData,"text/xml; subtype=wfs-collection/1.0,text/xml; subtype=wfs-collection/1.0,text/xml; subtype=wfs-collection/1.1,application/wfs-collection-1.0,application/wfs-collection-1.1,text/xml,application/zip,text/csv,application/json,application/vnd.google-earth.kml+xml",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Geoserver,2.27.2,featureClassStats,6029,vec:FeatureClassStats,Calculates statistics from feature values classified into bins/classes.,features,The feature collection to analyze,ComplexData,"text/xml; subtype=wfs-collection/1.0,text/xml; subtype=wfs-collection/1.0,text/xml; subtype=wfs-collection/1.1,application/wfs-collection-1.0,application/wfs-collection-1.1,text/xml,application/zip,application/json,application/vnd.google-earth.kml+xml",attribute,The feature attribute to analyze,LiteralData,string,stats,The statistics to calculate for each class,LiteralData,string,classes,The number of breaks/classes,LiteralData,int,method,The classification method,LiteralData,string,noData,The attribute value to be omitted from any calculation,LiteralData,double,results,,Vector,"text/xml,text/xml",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Geoserver,2.27.2,Grid,6030,vec:Grid,Generates a georeferenced regular grid of cells.  Output contains the attributes: cell - the cell polygon; id - a unique identifier; centerX and centerY - the ordinates of the cell center.,bounds,Bounds of the grid,LiteralData,string,width,Width of a cell (in units of the grid CRS),LiteralData,double,height,Height of a cell (in units of the grid CRS).  Only for rectangular grid  defaults to equal width.,LiteralData,double,vertexSpacing,Distance between vertices along cell sides (in units of the grid CRS),LiteralData,double,mode,Type of grid to be generated.  Specifies shape of cells in grid.,LiteralData,string,result,,ComplexData,"text/xml; subtype=wfs-collection/1.0,text/xml; subtype=wfs-collection/1.0,text/xml; subtype=wfs-collection/1.1,application/wfs-collection-1.0,application/wfs-collection-1.1,text/xml,application/zip,text/csv,application/json,application/vnd.google-earth.kml+xml",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Geoserver,2.27.2,Heatmap,6031,vec:Heatmap,Computes a heatmap surface over a set of data points and outputs as a single-band raster.,data,Input features,ComplexData,"text/xml; subtype=wfs-collection/1.0,text/xml; subtype=wfs-collection/1.0,text/xml; subtype=wfs-collection/1.1,application/wfs-collection-1.0,application/wfs-collection-1.1,text/xml,application/zip,text/csv,application/json,application/vnd.google-earth.kml+xml",radiusPixels,Radius of the density kernel in pixels,LiteralData,int,weightAttr,Name of the attribute to use for data point weight,LiteralData,string,pixelsPerCell,Resolution at which to compute the heatmap (in pixels). Default = 1,LiteralData,int,outputBBOX,Bounding box of the output,LiteralData,string,outputWidth,Width of output raster in pixels,LiteralData,int,outputHeight,Height of output raster in pixels,LiteralData,int,result,,Raster,"image/tiff,image/tiff,application/arcgrid,image/png,image/jpeg",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Geoserver,2.27.2,Inclusion of Feature Collections,6032,vec:InclusionFeatureCollection,Returns a feature collection consisting of the features from the first collection which are spatially contained in at least one feature of the second collection.,first,First feature collection,ComplexData,"text/xml; subtype=wfs-collection/1.0,text/xml; subtype=wfs-collection/1.0,text/xml; subtype=wfs-collection/1.1,application/wfs-collection-1.0,application/wfs-collection-1.1,text/xml,application/zip,text/csv,application/json,application/vnd.google-earth.kml+xml",second,Second feature collection,ComplexData,"text/xml; subtype=wfs-collection/1.0,text/xml; subtype=wfs-collection/1.0,text/xml; subtype=wfs-collection/1.1,application/wfs-collection-1.0,application/wfs-collection-1.1,text/xml,application/zip,text/csv,application/json,application/vnd.google-earth.kml+xml",result,,ComplexData,"text/xml; subtype=wfs-collection/1.0,text/xml; subtype=wfs-collection/1.0,text/xml; subtype=wfs-collection/1.1,application/wfs-collection-1.0,application/wfs-collection-1.1,text/xml,application/zip,text/csv,application/json,application/vnd.google-earth.kml+xml",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Geoserver,2.27.2,Intersection of Feature Collections,6033,vec:IntersectionFeatureCollection,Spatial intersection of two feature collections  including combining attributes from both.,first feature collection,First feature collection,ComplexData,"text/xml; subtype=wfs-collection/1.0,text/xml; subtype=wfs-collection/1.0,text/xml; subtype=wfs-collection/1.1,application/wfs-collection-1.0,application/wfs-collection-1.1,text/xml,application/zip,text/csv,application/json,application/vnd.google-earth.kml+xml",second feature collection,Second feature collection,ComplexData,"text/xml; subtype=wfs-collection/1.0,text/xml; subtype=wfs-collection/1.0,text/xml; subtype=wfs-collection/1.1,application/wfs-collection-1.0,application/wfs-collection-1.1,text/xml,application/zip,text/csv,application/json,application/vnd.google-earth.kml+xml",first attributes to retain,First feature collection attribute to include,LiteralData,string,second attributes to retain,Second feature collection attribute to include,LiteralData,string,intersectionMode,Specifies geometry computed for intersecting features.  INTERSECTION (default) computes the spatial intersection of the inputs. FIRST copies geometry A.  SECOND copies geometry B.,LiteralData,string,percentagesEnabled,Indicates whether to output feature area percentages (attributes percentageA and percentageB),LiteralData,boolean,areasEnabled,Indicates whether to output feature areas (attributes areaA and areaB),LiteralData,boolean,result,,ComplexData,"text/xml; subtype=wfs-collection/1.0,text/xml; subtype=wfs-collection/1.0,text/xml; subtype=wfs-collection/1.1,application/wfs-collection-1.0,application/wfs-collection-1.1,text/xml,application/zip,text/csv,application/json,application/vnd.google-earth.kml+xml",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Geoserver,2.27.2,Geocode point in LRS,6034,vec:LRSGeocode,Extracts points at a given measure from LRS features,features,Input feature collection,ComplexData,"text/xml; subtype=wfs-collection/1.0,text/xml; subtype=wfs-collection/1.0,text/xml; subtype=wfs-collection/1.1,application/wfs-collection-1.0,application/wfs-collection-1.1,text/xml,application/zip,application/json,application/vnd.google-earth.kml+xml",from_measure_attb,Attribute providing start measure of feature,LiteralData,string,to_measure_attb,Attribute providing end measure of feature,LiteralData,string,measure,Measure of the point along the feature to be computed,LiteralData,double,result,,ComplexData,"text/xml; subtype=wfs-collection/1.0,text/xml; subtype=wfs-collection/1.0,text/xml; subtype=wfs-collection/1.1,application/wfs-collection-1.0,application/wfs-collection-1.1,text/xml,application/zip,application/json,application/vnd.google-earth.kml+xml",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Geoserver,2.27.2,Measure point in LRS,6035,vec:LRSMeasure,Computes the measure of a point along a feature (as feature with attribute lrs_measure). The point is measured along the nearest feature.,features,Input feature collection,ComplexData,"text/xml; subtype=wfs-collection/1.0,text/xml; subtype=wfs-collection/1.0,text/xml; subtype=wfs-collection/1.1,application/wfs-collection-1.0,application/wfs-collection-1.1,text/xml,application/zip,application/json,application/vnd.google-earth.kml+xml",from_measure_attb,Attribute providing start measure of feature,LiteralData,string,to_measure_attb,Attribute providing end measure of feature,LiteralData,string,point,Point whose location to measure,Vector,"text/xml; subtype=gml/3.1.1,text/xml; subtype=gml/3.1.1,text/xml; subtype=gml/2.1.2,application/wkt,application/ewkt,application/gml-3.1.1,application/gml-2.1.2,application/json",crs,Coordinate reference system to use for input (default is the input collection CRS),LiteralData,string,result,,ComplexData,"text/xml; subtype=wfs-collection/1.0,text/xml; subtype=wfs-collection/1.0,text/xml; subtype=wfs-collection/1.1,application/wfs-collection-1.0,application/wfs-collection-1.1,text/xml,application/zip,application/json,application/vnd.google-earth.kml+xml",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Geoserver,2.27.2,Extract Segment in LRS,6036,vec:LRSSegment,Extracts segment between a given start and end measure from LRS features,features,Input feature collection,ComplexData,"text/xml; subtype=wfs-collection/1.0,text/xml; subtype=wfs-collection/1.0,text/xml; subtype=wfs-collection/1.1,application/wfs-collection-1.0,application/wfs-collection-1.1,text/xml,application/zip,application/json,application/vnd.google-earth.kml+xml",from_measure_attb,Attribute providing start measure of feature,LiteralData,string,to_measure_attb,Attribute providing end measure of feature,LiteralData,string,from_measure,Measure for start of segment to extract,LiteralData,double,to_measure,Measure for end of segment to extract,LiteralData,double,result,,ComplexData,"text/xml; subtype=wfs-collection/1.0,text/xml; subtype=wfs-collection/1.0,text/xml; subtype=wfs-collection/1.1,application/wfs-collection-1.0,application/wfs-collection-1.1,text/xml,application/zip,application/json,application/vnd.google-earth.kml+xml",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Geoserver,2.27.2,Nearest Feature,6037,vec:Nearest,Returns the feature in a given feature collection that has the smallest distance to a given point.,features,Input feature collection,ComplexData,"text/xml; subtype=wfs-collection/1.0,text/xml; subtype=wfs-collection/1.0,text/xml; subtype=wfs-collection/1.1,application/wfs-collection-1.0,application/wfs-collection-1.1,text/xml,application/zip,application/json,application/vnd.google-earth.kml+xml",point,Point from which to compute distance,Vector,"text/xml; subtype=gml/3.1.1,text/xml; subtype=gml/3.1.1,text/xml; subtype=gml/2.1.2,application/wkt,application/ewkt,application/gml-3.1.1,application/gml-2.1.2,application/json",crs,Coordinate reference system of the collection and point (default is the input collection CRS),LiteralData,string,result,,ComplexData,"text/xml; subtype=wfs-collection/1.0,text/xml; subtype=wfs-collection/1.0,text/xml; subtype=wfs-collection/1.1,application/wfs-collection-1.0,application/wfs-collection-1.1,text/xml,application/zip,application/json,application/vnd.google-earth.kml+xml",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Geoserver,2.27.2,Point Buffers,6038,vec:PointBuffers,Returns a collection of circular buffer polygons with specified radii centered on a given point,center,Input point,Vector,"text/xml; subtype=gml/3.1.1,text/xml; subtype=gml/3.1.1,text/xml; subtype=gml/2.1.2,application/wkt,application/ewkt,application/gml-3.1.1,application/gml-2.1.2,application/json",crs,Coordinate reference system of the point and the generated buffer polygons,LiteralData,string,distances,Buffer radius distance  in meters,LiteralData,double,quadrantSegments,Number of line segments per quarter-circle to be generated.  Larger numbers produce smoother shapes but larger numbers of vertices. Default is 8,LiteralData,int,buffers,,ComplexData,"text/xml; subtype=wfs-collection/1.0,text/xml; subtype=wfs-collection/1.0,text/xml; subtype=wfs-collection/1.1,application/wfs-collection-1.0,application/wfs-collection-1.1,text/xml,application/zip,text/csv,application/json,application/vnd.google-earth.kml+xml",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Geoserver,2.27.2,Point Stacker,6039,vec:PointStacker,Aggregates a collection of points over a grid into one point per grid cell.,data,Input feature collection,ComplexData,"text/xml; subtype=wfs-collection/1.0,text/xml; subtype=wfs-collection/1.0,text/xml; subtype=wfs-collection/1.1,application/wfs-collection-1.0,application/wfs-collection-1.1,text/xml,application/zip,text/csv,application/json,application/vnd.google-earth.kml+xml",cellSize,Grid cell size to aggregate to  in pixels,LiteralData,int,weightClusterPosition,Weight cluster position based on points added,LiteralData,boolean,normalize,Indicates whether to add fields normalized to the range 0-1.,LiteralData,boolean,preserveLocation,Indicates wheter to preserve the original location of points for single/superimposed points,LiteralData,string,outputBBOX,Bounding box for target image extent,LiteralData,string,outputWidth,Target image width in pixels,LiteralData,int,outputHeight,Target image height in pixels,LiteralData,int,filter,Optional CQL filter to restrict the points to be clustered,LiteralData,string,result,,ComplexData,"text/xml; subtype=wfs-collection/1.0,text/xml; subtype=wfs-collection/1.0,text/xml; subtype=wfs-collection/1.1,application/wfs-collection-1.0,application/wfs-collection-1.1,text/xml,application/zip,text/csv,application/json,application/vnd.google-earth.kml+xml",,,,,,,,,,,,,,,,,,,,
Geoserver,2.27.2,Query,6040,vec:Query,Queries a feature collection using an optional filter and an optional list of attributes to include.  Can also be used to convert feature collection format.,features,Input feature collection,ComplexData,"text/xml; subtype=wfs-collection/1.0,text/xml; subtype=wfs-collection/1.0,text/xml; subtype=wfs-collection/1.1,application/wfs-collection-1.0,application/wfs-collection-1.1,text/xml,application/zip,text/csv,application/json,application/vnd.google-earth.kml+xml",attribute,Attribute to include in output,LiteralData,string,filter,The filter to apply,ComplexData,"text/xml; subtype=filter/1.0,text/xml; subtype=filter/1.0,text/xml; subtype=filter/1.1,text/plain; subtype=cql",result,,ComplexData,"text/xml; subtype=wfs-collection/1.0,text/xml; subtype=wfs-collection/1.0,text/xml; subtype=wfs-collection/1.1,application/wfs-collection-1.0,application/wfs-collection-1.1,text/xml,application/zip,text/csv,application/json,application/vnd.google-earth.kml+xml",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Geoserver,2.27.2,Rectangular Clip,6041,vec:RectangularClip,Clips (crops) features to the specified rectangular extent,features,Input feature collection,ComplexData,"text/xml; subtype=wfs-collection/1.0,text/xml; subtype=wfs-collection/1.0,text/xml; subtype=wfs-collection/1.1,application/wfs-collection-1.0,application/wfs-collection-1.1,text/xml,application/zip,text/csv,application/json,application/vnd.google-earth.kml+xml",clip,Bounds of clipping rectangle,LiteralData,string,preserveZ,Attempt to preserve Z values from the original geometry (interpolate value for new points),LiteralData,boolean,result,,ComplexData,"text/xml; subtype=wfs-collection/1.0,text/xml; subtype=wfs-collection/1.0,text/xml; subtype=wfs-collection/1.1,application/wfs-collection-1.0,application/wfs-collection-1.1,text/xml,application/zip,text/csv,application/json,application/vnd.google-earth.kml+xml",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
